Property Id,Property Name,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh)
6292400,ZARA - 162-20 LLC,4-09761-0048,4208883,162-20 89th Avenue,Queens,11432,95,50,75.3,79.0,117.0,3499489.1,3671640.2,3.0,97.2,100.8,151.0,4515319.6,4682137.6,480489.2,140823.3,138488.6,140823.3
3107151,DEPM 1068 - 80 East End Ave,1-01580-0023,1051198,80 East End Avenue,New York,10028,67,50,78.4,84.3,88.0,13006707.8,13976867.4,5.1,113.4,118.8,127.2,18805114.2,19702577.3,2941754.9,862178.9,841880.1,862179.0
15568357,AKAM - 93 Worth Street,1-00173-7504,1001883,93 Worth Street,New York,10013,40,50,61.9,65.8,58.1,11001288.8,11703719.8,9.0,118.7,122.9,111.5,21117186.8,21854739.4,5466190.6,1602048.6,1602048.6,1602049.0
6679479,DEPM 2124 - 41-18 24th Street,4-00413-0032,4004992;4004993;4593964,41-18 24th Street,Queens,11101,92,50,40.3,40.9,58.7,3193085.0,3237443.0,7.7,87.6,89.2,127.6,6936560.2,7060762.6,2047897.7,600204.4,613205.0,600204.5
20775919,AKAM - 252 West 85th Street,1-01232-0057,1033123,252 West 85th Street,New York,10024,86,50,64.4,69.9,85.9,4188429.7,4544164.4,3.0,85.9,91.3,114.7,5589234.3,5937006.0,680790.4,199528.2,195215.7,199528.2
4952517,AKAM - 305 East 72nd Street,1-01447-7501,1076314,305 East 72nd Street,New York,10021,38,50,76.4,80.5,70.7,14902909.8,15699884.0,6.9,122.7,125.8,113.5,23917915.4,24534138.9,4728735.0,1385912.8,1348967.7,1385913.0
11539543,AKAM - 21-05 33rd Street,4-00830-7501,4422356;4442358;4442360;4442354;4442355;4442352;4442353;4442351;4442359;4442361;4442362;4442364;4311899;4442350;4442357;4442363,21-05 33rd Street,Astoria,11105,83,50,87.0,94.3,113.1,37811722.4,40975495.6,4.6,117.9,124.1,153.2,51223676.9,53900779.9,7090061.8,2077978.0,1993113.6,2077978.0
10894244,Progressive - 1291-1295 Sheridan Avenue,2-02831-0032,2007978,1291-1295 Sheridan Avenue,Bronx,10456,65,50,84.1,89.2,93.6,3500495.4,3713664.4,5.9,124.4,128.9,138.3,5175573.8,5361997.2,857173.5,251223.2,244958.9,251223.2
4946285,AKAM - 245 East 72nd Street,1-01427-0018,1043972,245 East 72nd Street,New York,10021,87,50,55.2,59.1,75.1,7441575.9,7961558.8,3.6,78.6,81.8,106.9,10593284.2,11020402.6,1713012.0,502055.0,485998.6,502055.1
10546474,Stellar - 211 Mcguinness Boulevard,3-02576-7501,3379800,211 Mcguinness Boulevard,Brooklyn,11222,62,50,53.5,55.6,57.9,11333992.4,11784434.2,9.5,111.0,115.4,120.3,23532928.4,24462145.1,6646992.2,1948121.7,2024533.2,1948122.0
2677039,Stellar - 320-22 East 52nd St,1-01344-0041,1039666,320-22 East 52nd Street,New York,10022,86,50,49.1,50.2,66.4,4507989.7,4611978.3,6.7,91.6,92.8,124.0,8414424.8,8523612.9,2103449.0,616485.6,616485.6,616485.6
4403046,Ocean Empire: 75 Ocean Ave,3-05024-0006,3114553,75 Ocean Ave,Brooklyn,11225,94,50,68.6,73.1,105.2,5486801.1,5846608.3,3.6,94.1,97.9,144.4,7529167.3,7835643.0,1010300.7,296102.2,284157.4,296102.2
4945408,AKAM - 211 West 61st Street,1-01154-7502,1030329,211 West 61st Street,New York,10023,12,50,124.7,129.4,80.6,14639079.0,15184607.6,22.7,266.2,271.1,171.9,31242935.1,31815740.1,9069658.4,2658164.5,2658164.5,2658165.0
6675576,Stellar - 220 Fifth Avenue,1-00828-0035,1015650,220 Fifth Avenue,New York,10001,79,50,73.2,80.8,113.8,11054334.8,12203627.2,7.8,121.8,129.5,189.5,18396471.0,19557256.2,4020073.4,1178216.0,1178216.0,1178216.0
2666590,SW - 142-148 Laurel Hill,1-02149-0112,1063589,142-148 Laurel Hill Terrace,New York,10040,35,50,93.3,99.0,85.0,7472261.9,7931261.8,4.3,124.4,129.3,113.4,9969223.0,10361059.7,1213341.7,355610.1,340518.3,355610.1
2665657,DEPM 1240 - 1040 Fifth Ave,1-01497-0001,1046827,1040 Fifth Avenue,New York,10028,64,50,66.2,71.2,72.9,9673163.9,10391657.4,6.7,117.0,122.2,128.7,17087290.6,17846802.1,3419951.1,1002330.2,983132.8,1002330.0
15568374,AKAM - 46-20 11th Street,4-00048-7501,4435521,46-20 11th Street,Queens,11101,96,50,43.4,45.4,70.7,2783196.2,2911043.1,6.7,84.5,87.3,137.6,5419288.8,5604640.1,1426818.8,418176.6,426736.6,418176.7
2704817,DEPM 1342 - 205 West 89th St,1-01237-0017,1033308,205 West 89th Street,New York,10024,66,50,71.8,78.2,80.5,20618735.7,22473394.0,4.7,101.2,107.7,113.5,29056036.1,30932101.7,4575417.1,1340977.9,1340977.9,1340978.0
20414732,Stonehenge - 340 East 51st Street,1-01343-0036,1039620,340 East 51st Street,New York,10022,87,50,64.9,67.9,88.3,5755169.2,6023705.7,4.6,97.4,98.6,132.4,8633932.1,8739480.7,1480573.9,433931.3,404386.1,433931.4
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
11985438,DEPM 1870 - 108 East 86th Street,1-01514-0066,1047946,108 East 86th Street,New York,10028,57,50,92.4,103.8,97.0,5078149.9,5703819.0,4.2,119.1,130.6,125.0,6545020.4,7175457.5,781293.5,228984.0,228984.0,228984.0
5853716,Stonehenge - 210 West 70th Street,1-01158-0038,1030350,210 West 70th Street,New York,10023,74,50,71.0,75.8,85.3,12658295.6,13513273.2,5.0,104.7,109.3,125.8,18666451.8,19483597.3,3071566.5,900224.5,886729.1,900224.7
2681980,DEPM 1880 - 235 East 57th St,1-01331-0017,1038598,235 East 57th Street,New York,10022,8,50,129.8,138.2,91.6,6488361.3,6912387.2,12.4,225.1,233.2,158.9,11253668.4,11660797.7,2179589.2,638801.0,620173.8,638801.1
3109191,DEPM 1624 - 812 Park Ave,1-01389-0038,1041660,812 Park Avenue,New York,10021,44,50,74.7,80.3,72.1,11971514.9,12868100.2,6.0,122.4,129.1,118.0,19598832.0,20677461.0,3296865.9,966256.0,966256.0,966256.1
10894160,Progressive - 266 East 169th Street,2-02450-0031,2002616,266 East 169th Street,Bronx,10456,41,50,97.4,103.4,91.9,2703090.0,2870669.5,7.2,146.5,151.8,138.2,4065848.1,4211932.9,701487.8,205594.3,200591.2,205594.3
3527458,DEPM 1786 - 20 East 74th St,1-01388-0056,1041515,20 East 74th Street,New York,10021,70,50,68.3,73.6,78.7,10190844.9,10983042.1,5.4,102.8,107.2,118.5,15332401.5,15987901.8,2810584.4,823735.1,800056.1,823735.2
2665431,Stellar - 3513-15 Broadway,1-02090-0036,1062362,3513-15 Broadway,New York,10031,54,50,101.0,109.0,103.9,9006419.3,9721541.6,5.8,141.3,148.8,145.3,12600228.0,13272311.4,1796278.7,526459.1,513262.8,526459.2
4945816,AKAM - 201 East 21st Street,1-00902-0001,1019633,201 East 21st Street,New York,10010,60,50,60.6,62.4,64.9,17603951.9,18123953.5,6.4,103.7,104.0,111.0,30111379.0,30205373.2,6644131.2,1947283.2,1871582.8,1947283.0
2665657,DEPM 1240 - 1040 Fifth Ave,1-01497-0001,1046827,1040 Fifth Avenue,New York,10028,64,50,66.2,71.2,72.9,9673163.9,10391657.4,6.7,117.0,122.2,128.7,17087290.6,17846802.1,3419951.1,1002330.2,983132.8,1002330.0
15568364,AKAM - 77 West 55th Street,1-01271-7501,1034856,77 West 55th Street,New York,10019,18,50,89.4,89.3,71.6,16087567.4,16069745.3,8.6,154.8,154.0,124.0,27868838.6,27723232.3,5347385.3,1567228.8,1544441.2,1567229.0
15568359,AKAM WVH - 352 West 11th Street,1-00637-0066,1078328;1078329;1078330;1078331;1078332,352 West 11th Street,New York,10014,94,50,33.5,35.2,51.3,2003668.7,2106509.8,10.3,93.8,98.6,143.7,5610272.2,5898227.3,2003668.7,587241.6,617382.6,587241.7
4945652,AKAM - 140 West End Avenue,1-01158-7504,1070711,140 West End Avenue,New York,10023,74,50,55.1,57.4,65.8,37532086.2,39154767.0,5.6,97.1,99.1,116.0,66195095.5,67519370.3,13319844.8,3903822.7,3788591.1,3903823.0
2665508,Stellar - 44-50 West 28th St,1-00829-0068,1015707,44-50 West 28th Street,New York,10001,90,50,56.4,60.6,116.6,7993855.2,8601290.2,7.4,104.5,108.0,216.3,14825974.0,15312810.1,3675672.1,1077277.7,1051993.7,1077278.0
2686077,DEPM 7624 - 440 East 62nd St,1-01456-0026,1045286;1802518,440 East 62nd Street,New York,10065,29,50,99.7,97.0,87.1,16552729.7,16115163.0,4.1,129.7,126.4,113.4,21547859.5,20997374.3,2381424.8,697955.6,682708.5,697955.7
10894159,Progressive - 256 East 169th Street,2-02450-0029,2002615,256 East 169th Street,Bronx,10456,55,50,93.4,98.1,96.5,2479154.5,2604880.8,5.7,133.6,137.1,138.1,3546186.6,3638700.1,538899.6,157942.4,151327.3,157942.4
15569104,DEPM 1468 - 40 East End Avenue,1-01578-7504,1051137,40 East End Avenue,New York,10028,64,50,49.9,51.5,55.2,4735003.2,4886713.8,8.7,104.4,106.1,115.5,9901194.9,10060491.0,2816823.7,825563.7,825563.7,825563.8
2704882,DEPM 2218 - 142-05 Roosevelt Ave,4-05020-0001,4113585,142-05 Roosevelt Avenue,Queens,11354,61,50,104.6,110.3,112.4,18383935.0,19379856.1,5.2,142.3,146.8,152.9,25003462.5,25782919.7,3257331.9,954669.2,910077.1,954669.4
4951930,AKAM - 325 Fifth Avenue,1-00862-7503,1087309,325 Fifth Avenue,New York,10016,16,50,79.8,82.3,62.3,25334387.1,26135817.9,10.3,151.9,153.7,118.5,48230792.6,48792857.0,11394824.5,3339631.6,3270296.4,3339632.0
2694336,DEPM 2342 - 201 East 25th St,1-00906-0001,1019821,201 East 25th Street,New York,10010,8,50,99.9,99.6,70.4,19372804.2,19318882.6,8.4,155.2,154.4,109.5,30108644.5,29957664.2,5581257.2,1635772.7,1619969.2,1635773.0
18305202,1420 Crotona Park East,2-02938-0009,2128905,1420 Crotona Park East,Bronx,10460,94,50,55.9,57.7,84.8,2019432.4,2085917.6,6.0,94.3,96.2,143.0,3407676.0,3477485.4,735584.0,215587.3,215587.3,215587.3
10894238,Progressive - 14-10 New Haven Avenue,4-15622-0100,4299188,14-10 New Haven Avenue,Queens,11691,61,50,79.5,82.7,86.0,11404935.0,11877872.7,5.9,118.9,121.8,128.7,17068840.4,17487481.3,2910662.1,853066.2,840012.5,853066.3
15568374,AKAM - 46-20 11th Street,4-00048-7501,4435521,46-20 11th Street,Queens,11101,96,50,43.4,45.4,70.7,2783196.2,2911043.1,6.7,84.5,87.3,137.6,5419288.8,5604640.1,1426818.8,418176.6,426736.6,418176.7
4946285,AKAM - 245 East 72nd Street,1-01427-0018,1043972,245 East 72nd Street,New York,10021,87,50,55.2,59.1,75.1,7441575.9,7961558.8,3.6,78.6,81.8,106.9,10593284.2,11020402.6,1713012.0,502055.0,485998.6,502055.1
4413239,DEPM 2418 - 241 Fifth Avenue,1-00857-7502,1016884,241 Fifth Avenue,New York,10016,24,50,59.7,61.4,50.2,3546618.2,3646985.0,12.7,139.9,141.8,117.8,8313394.7,8425156.3,2573310.6,754194.1,754194.1,754194.2
21009579,120 West 116th Street,1018250045,1055052,120 West 116th Street,Manhattan,10026,5,50,138.8,138.5,92.8,6047350.7,6036977.7,7.6,191.7,191.1,128.2,8355002.0,8325957.6,1145876.4,335837.1,332797.0,335837.2
2679770,DEPM 7644 - 66 Leonard St,1-00173-7501,1001877,66 Leonard Street,New York,10013,70,50,43.9,45.8,51.2,7550367.1,7869176.5,8.0,94.5,96.1,110.2,16234778.7,16515730.6,4746796.1,1391206.2,1382196.3,1391206.0
6690538,Stellar - 547 West 142nd Street,1-02074-0001,1061843,547 West 142nd Street,New York,10031,1,50,149.9,159.0,78.4,6641912.9,7044404.9,11.4,226.8,234.8,118.6,10044883.2,10401484.1,1754785.5,514298.2,503242.1,514298.2
2674051,DEPM 1676 - 30 Beekman Pl,1-01362-0038,1040113,30 Beekman Place,New York,10022,89,50,54.3,54.3,76.5,3869456.9,3862607.0,3.0,73.2,72.9,103.2,5214275.5,5193762.9,728610.7,213543.6,211312.7,213543.6
4940505,ZARA - 88-06 Parsons Blvd,4-09762-0028,4208904,88-06 Parsons Boulevard,Jamaica,11432,17,50,99.9,105.7,78.9,5542368.6,5865216.3,3.7,127.1,132.8,100.4,7052657.1,7368652.7,704668.6,206526.5,202675.5,206526.5
20662114,DEPM 1246 - 130 William Street,1-00077-7501,1090562,130 William Street,New York,10038,75,50,33.7,36.1,40.6,15122243.5,16169859.8,10.4,93.7,100.3,112.8,41993763.9,44927089.4,14923090.4,4373707.1,4680745.8,4373708.0
4951938,AKAM - 81 Irving Place,1-00875-0019,1017914,81 Irving Place,New York,10003,94,50,59.0,64.1,89.9,4669403.6,5068110.7,3.3,82.5,87.0,125.6,6523384.7,6877770.8,926006.2,271396.9,260635.5,271396.9
7530292,SW - 503 East 78th Street,1-01490-0009,1046414,503 East 78th Street,New York,10075,100,50,17.2,16.6,59.5,816780.8,791057.9,4.5,46.1,44.6,159.8,2191889.9,2119865.6,762440.0,223458.4,215919.4,223458.4
2718514,DEPM 1494-2 - 82-68 Langdale St,4-08762-0001,4453604;4453605;4453606;4453607;4453608;4453609;4453610;4454622,82-68 Langdale Street,Queens,11040,23,50,140.3,146.2,116.8,11212154.2,11680965.4,5.4,180.3,185.9,150.1,14407440.3,14856576.7,1505530.5,441245.7,434024.9,441245.8
11985435,DEPM 1830 - 160 Leroy Street,1-00601-7503,1090584,160 Leroy Street,New York,10014,52,50,72.1,75.8,73.4,13472502.0,14169687.8,11.3,142.8,146.8,145.6,26706446.9,27438492.0,7177325.6,2103553.6,2103553.6,2103554.0
2693107,DEPM 1586 - 1010 Fifth Ave,1-01494-0001,1046740,1010 Fifth Avenue,New York,10028,71,50,55.8,59.9,64.8,13104964.8,14082885.7,4.9,88.7,92.4,103.2,20853433.1,21718438.7,4053268.6,1187944.9,1160845.4,1187945.0
2704817,DEPM 1342 - 205 West 89th St,1-01237-0017,1033308,205 West 89th Street,New York,10024,66,50,71.8,78.2,80.5,20618735.7,22473394.0,4.7,101.2,107.7,113.5,29056036.1,30932101.7,4575417.1,1340977.9,1340977.9,1340978.0
4040788,DEPM 1688 - 166 West 18th Street,1-00793-7508,1087846,166 West 18th Street,New York,10011,9,50,95.3,95.3,67.9,7215635.5,7215635.5,13.4,180.2,180.2,128.3,13639792.0,13639792.0,3464785.6,1015470.4,1015470.4,1015471.0
2677039,Stellar - 320-22 East 52nd St,1-01344-0041,1039666,320-22 East 52nd Street,New York,10022,86,50,49.1,50.2,66.4,4507989.7,4611978.3,6.7,91.6,92.8,124.0,8414424.8,8523612.9,2103449.0,616485.6,616485.6,616485.6
3110924,DEPM 1994 - 784 Park Ave,1-01388-0037,1041504,784 Park Avenue,New York,10021,59,50,81.0,87.0,86.5,13091765.3,14051943.1,4.4,122.4,128.7,130.7,19775618.8,20788711.5,2534130.0,742710.9,716642.8,742711.0
2693054,DEPM 1286 - 45 Sutton Place South,1-01371-0014,1040721,45 Sutton Place South,New York,10022,81,50,52.0,55.6,65.8,25955980.7,27767781.8,4.2,86.5,89.6,109.5,43198277.9,44770085.4,7530845.5,2207164.3,2095605.6,2207165.0
5864833,AKAM - 145 Park Place,3-00939-7502,3018945,145 Park Place,Brooklyn,11217,92,50,36.0,37.7,53.1,2801084.0,2930814.9,7.0,78.4,81.4,115.6,6095660.3,6330435.7,1802584.0,528307.1,544813.2,528307.2
5864818,AKAM - 510 Waverly Avenue,3-02011-0039,3057561,510 Waverly Avenue,Brooklyn,11238,33,50,74.5,79.8,63.0,5690846.6,6096572.7,11.4,146.0,151.6,123.6,11161945.7,11587958.1,2963746.7,868624.4,868624.4,868624.5
3113834,DEPM 2078 - 415 East 52nd St,1-01364-0005,1078256;1078257;1078258,415 East 52nd Street,New York,10022,60,50,71.1,77.4,76.1,32973759.8,35931378.4,3.8,98.0,103.9,104.8,45455492.2,48208113.2,6190311.1,1814276.2,1755177.5,1814276.0
2665761,DEPM 2462 - 16 Sutton Pl,1-01369-0026,1040544,16 Sutton Place,New York,10022,92,50,47.4,51.5,69.5,6156523.8,6697257.4,3.9,78.3,82.9,114.9,10178559.6,10779328.8,1749673.6,512799.9,503668.5,512800.0
6667523,AKAM - 530 East 76th Street,1-01487-7502,1072696,530 East 76th Street,New York,10021,11,50,97.0,95.8,71.4,36123558.2,35669980.9,6.9,154.2,152.5,113.6,57452407.9,56794185.9,8796376.7,2578070.2,2557414.4,2578071.0
10894223,Progressive - 1280 Sheridan Avenue,2-02453-0055,2002694,1280 Sheridan Avenue,Bronx,10456,65,50,81.4,85.0,90.6,5303677.3,5536898.5,4.5,112.5,116.3,125.2,7327370.9,7572253.1,1004862.7,294508.4,294508.4,294508.4
4946285,AKAM - 245 East 72nd Street,1-01427-0018,1043972,245 East 72nd Street,New York,10021,87,50,55.2,59.1,75.1,7441575.9,7961558.8,3.6,78.6,81.8,106.9,10593284.2,11020402.6,1713012.0,502055.0,485998.6,502055.1
2679801,AKAM - 505 Court Street,3-00476-7501,3397571;3008141,505 Court Street,Brooklyn,11231,40,50,93.7,102.4,88.2,13943287.9,15243646.6,5.8,134.3,142.2,126.4,19985981.1,21160514.0,3054587.9,895248.4,863286.6,895248.5
4946149,AKAM - 1270 Fifth Avenue,1-01614-0001,1051578,1270 Fifth Avenue,New York,10029,56,50,83.5,90.8,87.0,17699714.0,19243975.4,4.7,115.9,123.5,120.7,24570194.8,26191669.2,3420282.9,1002427.5,1002427.5,1002428.0
11878620,AKAM - 405 East 73rd Street,1-01468-0005,1076319,405 East 73rd Street,New York,10021,50,50,115.7,115.0,116.3,9275434.9,9214899.8,13.0,200.1,198.0,201.1,16044156.6,15874658.3,3602828.5,1055928.5,1038186.7,1055929.0
11244375,AKAM - 22 North 6th Street,3-02332-7502,3397446,22 North 6th Street,Brooklyn,11249,52,50,66.4,67.2,67.3,24709912.1,25019624.3,9.9,129.8,129.9,131.7,48323203.1,48349041.6,12787311.6,3747746.2,3697610.7,3747747.0
4952433,AKAM - 166 East 63rd Street,1-01397-7503,1042051,166 East 63rd Street,New York,10065,67,50,70.2,75.6,79.4,12900603.6,13888650.7,5.4,105.2,109.2,119.0,19343735.8,20082512.3,3522178.0,1032291.2,989859.5,1032291.0
3111787,DEPM 2540 - 960 Park Ave,1-01494-0032,1046759,960 Park Avenue,New York,10028,68,50,67.0,72.0,76.6,7172963.8,7707578.8,6.0,106.7,111.3,121.9,11413243.4,11907907.9,2218075.1,650080.6,638913.0,650080.6
3111751,DEPM 2292 - 993 Fifth Ave,1-01492-0003,1046609,993 Fifth Avenue,New York,10028,53,50,56.9,61.0,58.2,6161886.5,6596665.6,6.2,102.6,106.7,104.8,11102729.5,11548398.8,2319763.1,679883.6,665757.3,679883.7
4952018,AKAM - 41 West 72nd Street,1-01125-7501,1028633,41 West 72nd Street,New York,10023,76,50,77.4,83.1,94.0,7693986.2,8259913.9,5.4,112.1,117.1,136.2,11151947.6,11645447.1,1886810.7,552992.5,540207.0,552992.6
6667536,AKAM - 1349 Lexington Avenue,1-01518-0049,1048133,1349 Lexington Avenue,New York,10128,80,50,64.1,69.5,80.9,7279384.1,7892446.4,4.3,91.4,96.3,115.4,10377009.2,10926754.2,1686516.5,494289.6,482902.9,494289.7
6292393,ZARA - Zara Realty Holding Corp.,4-09678-0037,4206804,148-14 90th Ave,Queens,11435,87,50,88.6,91.9,120.3,4383614.4,4546356.0,3.2,112.6,115.8,153.0,5573020.4,5727804.7,554414.5,162489.6,159794.1,162489.6
10894154,Progressive - 195 Steuben Street,5-02893-0001,5043578,195 Steuben Street,Staten Island,10304,81,50,64.0,66.5,81.1,9198693.3,9566339.3,4.0,93.8,93.5,118.9,13486216.4,13444440.8,2187193.4,641029.6,569382.7,641029.7
15568428,AKAM - 15 Jones Street,1-00590-0079,1010170,15 Jones Street,New York,10014,99,50,50.6,53.4,93.5,1989659.7,2101338.4,3.1,72.2,74.4,133.4,2838938.3,2924755.0,428454.6,125572.9,120306.4,125572.9
4042578,DEPM 1860-3 - Cosmopolitan Assoc #3,4-02281-0001,4431766;4431768;4432152;4432153;4432154;4432155;4432156;4432157;4432158;4432159,45-56 49th Street,Queens,10034,91,50,82.9,89.0,118.8,27310199.4,29316788.3,2.8,104.5,110.1,149.6,34409072.2,36246615.1,3283060.9,962210.0,917096.1,962210.1
4952780,AKAM - 22 Riverside Drive,1-01184-7501,1030996,22 Riverside Drive,New York,10023,48,50,74.4,80.9,73.7,3918020.7,4260104.7,3.7,98.0,104.0,97.2,5162607.5,5479094.8,672371.7,197060.9,192309.7,197060.9
6694546,DEPM 2206 - 790 Madison Avenue,1-01381-0056,1041185,790 Madison Avenue,New York,10065,19,50,88.9,90.0,58.1,2661025.1,2694498.5,22.5,231.6,230.7,151.5,6932749.1,6904139.1,2336582.7,684813.1,672171.9,684813.2
4946149,AKAM - 1270 Fifth Avenue,1-01614-0001,1051578,1270 Fifth Avenue,New York,10029,56,50,83.5,90.8,87.0,17699714.0,19243975.4,4.7,115.9,123.5,120.7,24570194.8,26191669.2,3420282.9,1002427.5,1002427.5,1002428.0
4950979,AKAM - 520 West 23rd Street,1-00694-0042,1012335,520 West 23rd Street,New York,10011,79,50,51.7,54.3,64.1,5271810.5,5537612.7,6.9,96.7,98.2,119.9,9863155.4,10020819.0,2473002.5,724795.5,704459.1,724795.6
11985438,DEPM 1870 - 108 East 86th Street,1-01514-0066,1047946,108 East 86th Street,New York,10028,57,50,92.4,103.8,97.0,5078149.9,5703819.0,4.2,119.1,130.6,125.0,6545020.4,7175457.5,781293.5,228984.0,228984.0,228984.0
5876480,DEPM 2568 - 435 East 52nd Street,1-01364-0022,1040155,435 East 52nd Street,New York,10022,69,50,73.8,79.5,84.1,34259196.2,36904336.8,6.1,122.5,128.4,139.6,56840047.7,59612474.4,9860610.4,2889979.2,2814772.9,2889980.0
6694543,AKAM - 7 Gramercy Park,1-00876-7501,1017964,7 Gramercy Park,New York,10003,56,50,74.4,79.9,78.1,3182986.8,3421350.6,6.6,126.7,132.0,133.1,5423202.3,5650928.6,1000083.5,293107.7,282289.4,293107.7
6666494,DEPM 2016 - 444 East 52nd Street,1-01363-0027,1040141,444 East 52nd Street,New York,10022,89,50,57.0,61.5,79.4,4197945.3,4523533.9,3.3,78.3,82.4,108.9,5762370.3,6062449.7,849419.0,248950.4,244227.5,248950.5
3108490,DEPM 1598 - 935 Park Ave,1-01509-0069,1047539,935 Park Avenue,New York,10028,65,50,73.6,78.6,81.6,4883952.1,5212461.1,4.3,101.6,105.8,112.6,6738313.3,7021670.7,1007474.8,295273.9,287328.3,295274.0
10894222,Progressive - 1041 Findlay Avenue,2-02433-0028,2002219,1041 Findlay Avenue,Bronx,10456,72,50,83.0,86.4,97.1,8398342.5,8738193.0,3.8,110.5,113.3,129.2,11175932.6,11467288.5,1347241.7,394853.9,383886.4,394854.0
4949677,AKAM - 7-11 East 13th Street,1-00571-7501,1009403;1083135,7-11 East 13th Street,New York,10003,61,50,67.8,73.8,74.7,5374280.0,5844203.4,6.3,108.8,115.0,119.9,8620407.9,9113827.5,1701379.4,498645.7,498645.7,498645.8
15569106,DEPM 1348 - 25 Broad Street,1-00025-7502,1000824,25 Broad Street,New York,10004,42,50,59.3,60.0,56.4,25696797.2,26016688.9,9.0,120.7,120.6,114.7,52306801.8,52257671.9,13554951.9,3972728.7,3893083.5,3972729.0
6291817,345 East 54th Owners Corp,1-01347-0018,1039948,345 East 54th St,Manhattan,10022,33,50,131.7,138.9,118.3,4968055.6,5240718.7,5.3,166.6,172.8,149.7,6285181.1,6518399.4,706195.7,206974.1,200063.2,206974.1
21309613,Progressive - Campus - 7-15 Albany Street,3-01859-0006;3-01859-0010,3053686;3053687,7 Albany Avenue / 15 Albany Avenue,Brooklyn,11216,35,50,97.7,105.3,88.9,7316135.0,7882983.9,4.2,128.3,135.4,116.7,9603678.3,10139687.6,1098135.2,321845.0,311933.4,321845.0
21294054,AKAM - 2100 Bedford Avenue,3-05083-7503,3421831,2100 Bedford Avenue,Brooklyn,11226,91,50,34.5,36.4,49.9,3094967.7,3258516.5,7.4,79.2,82.3,114.5,7100184.4,7378063.6,2200267.6,644861.5,662639.6,644861.6
2694336,DEPM 2342 - 201 East 25th St,1-00906-0001,1019821,201 East 25th Street,New York,10010,8,50,99.9,99.6,70.4,19372804.2,19318882.6,8.4,155.2,154.4,109.5,30108644.5,29957664.2,5581257.2,1635772.7,1619969.2,1635773.0
